RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,Street,fromSt,toSt,Direction
29756,Bronx,2019,2,12,13,30,64,78385,POINT (1011543.8385317135 247292.93267662733),EAST 175 STREET,Park Avenue,Webster Avenue,WB\
12116,Brooklyn,2009,12,5,3,15,14,17345,POINT (979450.7 166414.9),78TH ST AT 7TH AVE,7 AV/FT HAMILTON PKWY,10 AV,WB\
12230,Brooklyn,2010,9,20,10,15,214,158007,POINT (997628 205529.3),MCGUINNESS BLVD SB APPR BET KENT & GREENPOINT,GREENPOINT AV,KENT ST,SB\
9669,Bronx,2011,2,16,11,15,106,77877,POINT (1016626 239622),BRONX RIVER AVE BET BRUCK NER BLVD & WATSON AVE,BRUCKNER EXWY WB EXIT 47/BRUCKNER BLVD,WATSON AV,NB\
25258,Manhattan,2017,2,18,17,15,302,34095,POINT (988967.7518299463 216710.49997627566),7 AVENUE,Broadway Line,Broadway Line,SB\
11844,Brooklyn,2011,11,17,19,30,17,157789,POINT (980664.1 174713),4TH AVE RIGHT LANE BET 50TH & 51ST STS,50 ST,51 ST,SB\
23796,Manhattan,2016,6,21,16,15,10,23051,POINT (980413.3177414739 196999.69512920364),GREENWICH STREET,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB\
28020,Queens,2018,4,28,1,30,26,67497,POINT (1003971.1519636105 211501.1230251633),SKILLMAN AVENUE,36 Street,35 Street,WB\
21439,Manhattan,2015,8,27,13,15,112,9003301,POINT (988024.2856108388 198128.77185108076),SOUTH STREET,Dead end,Clinton Street,WB\
16501,Brooklyn,2014,1,14,22,15,38,29820,POINT (999349.2 180852.5),BROOKLYN AV,LEFFERTS AV,STERLING ST,SB\
26511,Bronx,2017,11,3,1,45,10,73436,POINT (1009746.9528580642 263010.4060188253),RIVERDALE AVENUE,West 238 Street,West 239 Street,NB\
9788,Queens,2011,4,3,7,45,17,51634,POINT (1026858.6 187113.9),LIBERTY AVE APPROACH TO 93RD ST,92 ST,93 ST,EB\
11662,Brooklyn,2013,3,22,1,30,3,45165,POINT (1008139.5 195692.6),GREENE AV,ST NICHOLAS AV,CYPRESS AV,NB\
31027,Bronx,2019,11,4,14,15,122,116587,POINT (1025357.3461914693 257218.51412488738),EAST GUN HILL ROAD,Givan Avenue,Pearsall Avenue,WB\
26515,Queens,2018,1,22,22,15,127,156005,POINT (1026798.1821799558 188915.78502193888),WOODHAVEN BOULEVARD,97 Avenue,101 Avenue,SB\
32143,Queens,2018,4,20,14,45,115,151734,POINT (1026277.3791048529 189960.11721125664),WOODHAVEN BOULEVARD,Dead end,Atlantic Avenue,NB\
12098,Bronx,2010,10,1,17,0,6,72231,POINT (1009176.8 249329.4),JEROME AVE BET E 177TH ST & TREMONT AVE SR,E 177 ST,W TREMONT AV/E TREMONT AV,NB\
16599,Bronx,2014,4,1,19,0,0,99719,POINT (1041283 251358.8),CITY ISLAND BR,CENSUS BOUNDARY,CITY ISLAND AV,EB\
9669,Bronx,2011,2,18,7,15,0,77877,POINT (1016626 239622),BRONX RIVER AVE BET BRUCK NER BLVD & WATSON AVE,BRUCKNER EXWY WB EXIT 47/BRUCKNER BLVD,WATSON AV,NB\
16627,Manhattan,2014,2,18,9,45,0,37275,POINT (991736 229133.2),WEST END AV,W 96 ST,W 97 ST,SB\
2495,Brooklyn,2010,1,24,17,45,29,19633,POINT (981933.2 164948.4),N/B 13 AVE @ 76 ST,77 ST,76 ST,NB\
29804,Queens,2019,2,13,12,45,46,48924,POINT (1012684.2189780818 197160.19305682447),WOODBINE STREET,64 Street,Fresh Pond Road,WB\
17284,Brooklyn,2014,6,18,3,45,15,43564,POINT (1006527.7 180138.8),KINGS HWY,ROCKAWAY PKWY,CLARKSON AV,SB\
24564,Brooklyn,2016,10,20,7,0,23,26097,POINT (997218.1736285343 153322.26870886824),EAST 16 STREET,Avenue Z,Sheepshead Bay Road,SB\
3105,Queens,2009,9,9,13,0,73,51794,POINT (1027685.2 187249.2),W/B LIBERTY AVE @ 96 ST,ROCKAWAY BLVD,96 ST,WB\
25940,Brooklyn,2016,9,16,3,45,6,21977,POINT (983726.0861629652 188503.95222447117),UNION STREET,Columbia Street,Hicks Street,EB\
12038,Brooklyn,2013,2,6,15,15,98,27017,POINT (994323.8 166956.3),AV J,E 12 ST,E 13 ST,WB\
32384,Manhattan,2020,10,20,11,30,81,158808,POINT (989240.4312123661 219547.3997999201),BROADWAY,West 60 Street,West 61 Street,NB\
10905,Staten Island,2009,12,5,11,45,94,10204,POINT (949811.5 171621.8),Richmond Terr WB Between,Dongan St and Tayler St,TAYLOR ST,WB\
18889,Brooklyn,2015,1,8,15,45,169,29100,POINT (991969.7527517148 189743.9271883746),LAFAYETTE AVENUE,Crosstown Line,Carlton Avenue,EB\
20911,Bronx,2015,6,27,12,45,57,78578,POINT (1012672.7418257258 249710.24685864215),EAST 180 STREET,Webster Avenue,Park Avenue,WB\
30520,Manhattan,2019,6,9,6,45,14,34604,POINT (990501.0873300494 203776.47399391094),AVENUE C,East 11 Street,East 10 Street,SB\
14296,Manhattan,2013,4,27,14,0,122,71352,POINT (1003170.8 248389.7),W 181 ST,AUDUBON AV,AMSTERDAM AV/WASHINGTON BRG,WB\
18054,Queens,2014,10,17,5,0,52,8102302,POINT (1021086.545146317 206016.7669235224),QUEENS BOULEVARD LINE,Dead End,Dead end,SB\
27162,Brooklyn,2017,12,7,11,0,66,28354,POINT (995211.1852041523 176144.19433370134),CHURCH AVENUE,Ocean Avenue,East 21 Street,EB\
26734,Manhattan,2017,10,14,15,15,358,36277,POINT (993256.5919971104 217326.2794700091),LEXINGTON AVENUE,East 61 Street,Astoria Line,SB\
21151,Bronx,2016,1,15,9,45,126,78552,POINT (1013065.7 247994.9),3 AV,E TREMONT AV,E 178 ST,SB\
21593,Queens,2015,10,21,1,45,2,51395,POINT (1025713.0084074878 182060.34958240928),153 AVENUE,84 Street,83 Street,WB\
29756,Bronx,2019,2,8,5,45,14,78554,POINT (1012077.6250373555 248196.8054590914),PARK AVENUE,East 178 St Footbridge,East Tremont Avenue,SB\
17326,Manhattan,2014,6,12,22,30,46,37493,POINT (993635.7 227920.4),WEST 96 STREET,CENSUS BOUNDARY,COLUMBUS AVENUE,WB\
18953,Queens,2014,12,7,17,30,143,153624,POINT (1043575.2189781282 208759.56080239057),188 STREET,Dead End,Dead end,NB\
29843,Bronx,2019,2,13,9,15,12,93735,POINT (1036924.0698280451 236892.65858217425),HARDING AVENUE,Meagher Avenue,Pennyfield Avenue,EB\
24634,Brooklyn,2016,10,29,18,15,60,150927,POINT (1002534.5792462969 152046.26171141805),EMMONS AVENUE,Dead End,Coyle Street,EB\
10722,Brooklyn,2011,4,11,8,45,222,161999,POINT (984275.9 180487),Third Ave SB,Between 25th St and 24th St,24 ST,SB\
7499,Queens,2008,3,17,10,45,119,156954,POINT (1066765.1 213439.9),E/B UNION TURNPIKE @ LANGDALE ST -,LANGDALE ST,LANGDALE ST,EB\
15812,Staten Island,2013,10,28,4,15,0,6505,POINT (941673.2 143460.2),ISLINGTON ST,GIFFORDS LA/ARKANSAS AV,MILES AV,EB\
31152,Manhattan,2019,10,25,11,45,256,35944,POINT (992022.1099175046 212585.39085843187),2 AVENUE,East 43 Street,East 42 Street,SB\
25942,Brooklyn,2016,9,26,12,45,138,158242,POINT (987411.5884739814 183588.73081696703),4 AVENUE,8 Street,9 Street,SB\
29986,Manhattan,2019,3,12,2,15,117,35916,POINT (991513.3694722785 211673.09251375898),2 AVENUE,East 38 Street,East 39 Street,SB\
15720,Brooklyn,2013,9,14,11,30,4,28276,POINT (994391.8 179851.6),E LAKE DR,BEND,LINCOLN RD/OCEAN AV,EB\
16595,Queens,2014,2,14,9,45,0,130433,POINT (1011841 212723.1),BROADWAY,62 ST,61 ST,WB\
12038,Brooklyn,2013,2,3,2,15,13,41667,POINT (1010008.6 165166.9),AV U,E 71 ST,VETERANS AV,EB\
21967,Queens,2015,11,7,5,15,1,98526,POINT (1049703.3629205413 215965.840134964),46 AVENUE,217 Street,218 Street,WB\
14224,Brooklyn,2013,3,9,22,0,304,150674,POINT (1011936 185392.2),ATLANTIC AV,WILLIAMS AV,ALABAMA AV,WB\
15389,Manhattan,2013,7,28,10,30,309,34497,POINT (989271.3 222836.9),AMSTERDAM AV,BROADWAY,W 72 ST,NB\
28006,Bronx,2018,3,18,5,45,17,134641,POINT (1032951.0785237534 262796.68210655835),EASTCHESTER BRIDGE,Dead End,Boston Road,SB\
15771,Bronx,2013,10,25,16,0,10,94513,POINT (1032868 241975.3),EDISON AV,LAFAYETTE AV,SOMMER PL,NB\
14806,Manhattan,2013,8,3,2,45,19,166360,POINT (996275.7 230730.3),CENTRAL PARK N,FRED DOUGLASS CIR,ADAM C POWELL BLVD,WB\
7492,Manhattan,2009,10,30,2,45,21,136810,POINT (995814.8 215897.4),N/B WESTSIDE HWY @ W 61 ST,FDR DR NB EXIT 12/E 60 STREET PEDESTRIAN OPAS,BEND,NB\
23474,Queens,2016,5,11,12,15,3,92041,POINT (1038101.2378519491 219651.19676909462),159 STREET,33 Avenue,32 Avenue,NB\
19287,Queens,2015,4,20,9,15,170,75590,POINT (1011984.3653396517 212642.27197704246),BROADWAY,35 Avenue,62 Street,WB\
27437,Queens,2018,2,7,4,30,17,189355,POINT (1000914.1975395248 212814.61411936244),QUEENS PLAZA NORTH,Dead end,Crescent Street,WB\
19283,Manhattan,2015,4,22,9,30,119,37275,POINT (991736.4765908252 229134.09653569965),WEST END AVENUE,West 97 Street,West 96 Street,SB\
22926,Queens,2016,5,26,3,15,16,120736,POINT (998570.2 209738.2),49 AVENUE,21 STREET,AMTRAK RAILROAD,WB\
28435,Brooklyn,2018,6,16,9,15,264,157501,POINT (988140.4962681034 151143.48906571022),CROPSEY AVENUE BRIDGE,Cropsey Avenue,Dead end,SB\
21231,Staten Island,2015,9,19,13,45,219,8288,POINT (940006.3834342742 162337.6840427401),RICHMOND AVENUE,Hillman Avenue,Akron Street,SB\
17789,Manhattan,2014,8,8,1,45,6,173672,POINT (1000257.2 245212),W 165 ST,FT WASHINGTON AV,BROADWAY,EB\
26799,Queens,2017,5,17,3,45,13,117626,POINT (1057869.2961045634 220710.07433035847),NORTHERN BOULEVARD,Morgan Street,Glenwood Street,WB\
2708,Bronx,2010,11,7,19,15,27,79946,POINT (1012582.2 256678.1),N/B GOULDEN AVE @ W 197 ST,STRONG ST/RESERVOIR AV,W 197 ST,NB\
30153,Queens,2019,3,18,7,45,202,156609,POINT (1021377.4310832593 188248.54285745235),ATLANTIC AVENUE,Eldert Lane,74 Place,WB\
21923,Staten Island,2015,10,18,7,30,37,2906,POINT (932362.0192752747 130164.39945192935),HYLAN BOULEVARD,Huguenot Avenue,Irvington Street,EB\
17398,Manhattan,2014,6,23,21,30,434,32828,POINT (986176.6 209815.6),AVE OF THE AMERICAS,W 22 ST,W 23 ST,NB\
10450,Queens,2012,10,22,16,0,73,68945,POINT (1008466.6 221331.9),23 AV,31 ST,32 ST,NB\
29228,Brooklyn,2018,10,19,18,0,198,46224,POINT (1010312.4533011055 172584.86696274334),REMSEN AVENUE,Conklin Avenue,Flatlands Avenue,SB\
15472,Queens,2013,8,9,15,45,94,62385,POINT (1054588.2 178906.8),147 AV,235 STREET,235 ST,EB\
2779,Brooklyn,2010,7,30,19,15,71,165324,POINT (999040.9 202625.1),W/B DRIGGS AVE @ MCGUINNESS BLVD,NEWEL ST,MC GUINNESS BLVD S,WB\
29023,Manhattan,2018,10,31,16,30,175,36274,POINT (993699.4473096249 217079.667644479),3 AVENUE,Astoria Line,East 61 Street,NB\
11550,Manhattan,2013,1,28,10,45,147,134000,POINT (999929.2 236427),ADAM C POWELL BLVD,W 135 ST,W 136 ST,NB\
9530,Queens,2012,2,1,17,15,62,148877,POINT (1015960.2 218676),23 AVENUE,83 STREET,85 STREET,WB\
10145,Brooklyn,2012,7,21,13,0,68,25595,POINT (994663.7 153164),AV Z,HUBBARD ST,E 7 ST,WB\
7279,Manhattan,2010,10,23,9,15,670,137403,POINT (1003483.4 247431.4),W/B ALEXANDER HAMILTON BR S/S 2 LANES,TRSMAN EXWY EN RP/CROSS BRONX EP EN RAMP,CROSS BRONX EP NB ET 1B,WB\
31152,Brooklyn,2019,10,26,5,45,105,28962,POINT (990559.9747132342 188392.2649715729),FLATBUSH AVENUE,Atlantic Avenue,Eastern Parkway Line,SB\
16076,Queens,2013,11,21,15,45,87,54989,POINT (1034017.3 183954.6),LEFFERTS BLVD,135 AV,133 AV,SB\
15687,Brooklyn,2013,10,3,22,45,12,48424,POINT (1019502.4 186475.3),EUCLID AV,N CONDUIT AV,HILL ST,NB\
10176,Manhattan,2012,10,20,12,45,594,142576,POINT (986835.6 222195.5),JOE DIMAGGIO HIGHWAY,CENSUS BOUNDARY,CENSUS BOUNDARY,NB\
2906,Manhattan,2010,10,13,6,15,148,36375,POINT (994318.9 216730.5),S/B 2ND AVE (3 LANES W SIDE) @ E 60 ST,E 60 ST,E 61 ST,SB\
28842,Brooklyn,2019,2,5,0,30,15,22802,POINT (988588.3661647107 186990.72945617256),3 AVENUE,Douglass Street,De Graw Street,NB\
12073,Bronx,2011,12,5,21,45,33,154865,POINT (1032328.7 256294.7),CO OP CITY BLVD APPROACH TO BARTOW AVE,ASCH LOOP,BARTOW AV,SB\
7119,Manhattan,2009,11,14,9,45,563,145463,POINT (1003735.2 247389.1),W/B ALEX. HAM. BR. OV HAR. RIVR 2 LAN NS,HARLEM RIVER DRIVEWAY,HARLEM RIVER DRIVEWAY,WB\
14545,Manhattan,2013,6,10,13,30,165,31966,POINT (982490 206473.3),HUDSON ST,CHRISTOPHER ST,W 10 ST,NB\
26515,Manhattan,2017,11,1,10,15,178,34027,POINT (988195.5599900171 212137.04609834604),WEST 34 STREET,5 Avenue,6 Avenue Line,WB\
15972,Manhattan,2013,10,28,6,45,44,37372,POINT (993601.5 220583.3),E 72 ST,5 AV/TER DR,MADISON AV,WB\
12119,Brooklyn,2010,5,11,9,45,101,17367,POINT (979119.3 167879.8),SB 7TH AVE APPROACHING BAY RIDGE PKWY,BAY RIDGE PKWY,74 ST,SB\
32407,Bronx,2020,10,19,11,0,140,69836,POINT (1005248.9551863142 237211.8039329894),EAST 149 STREET,Park Avenue,Morris Avenue,WB\
17398,Manhattan,2014,6,9,23,30,83,38235,POINT (994194.3 231714.2),AMSTERDAM AV,W 109 ST,CATHEDRAL PKWY,NB\
8282,Manhattan,2012,6,25,16,45,149,69195,POINT (1001643.3 232461),LEXINGTON AV,E 125 ST,E 126 ST,SB\
28083,Brooklyn,2018,4,21,6,45,63,31148,POINT (997747.1930627659 199433.91511575316),METROPOLITAN AVENUE,14 Street/canarsie Line,14 Street/canarsie Line,EB\
28040,Brooklyn,2018,4,17,7,0,57,161771,POINT (982601.8319889114 176996.92879310643),39 STREET,5 Avenue,4 Avenue,WB\
22851,Brooklyn,2016,3,8,18,0,138,24202,POINT (987619.6786456279 190861.0325015468),SMITH STREET,Culver/ 6 Avenue Line,Culver/ 6 Avenue Line,SB\
28809,Manhattan,2018,10,27,10,15,28,158972,POINT (997608.8459943817 230391.09704083635),LENOX AVENUE,West 111 Street,West 112 Street,SB\
31152,Manhattan,2019,10,22,0,30,45,36012,POINT (991049.8347347794 217474.44107779427),WEST 57 STREET,5 Avenue,6 Avenue Line,WB\
27963,Manhattan,2018,4,18,13,45,59,32199,POINT (983847.6740592703 205995.7869115095),WEST 4 STREET,Jones Street,Cornelia Street,SB\
28802,Manhattan,2018,10,29,11,45,35,70947,POINT (1001502.8216583005 247568.38763738537),WADSWORTH AVENUE,West 175 Street,West 176 Street,NB\
11319,Staten Island,2012,12,22,22,45,233,155387,POINT (937145.6 146618.2),RICHMOND AV,FOREST HILL RD/BIKE PATH,FRESH KILLS BR,NB\
7341,Queens,2010,4,5,1,0,6,146375,POINT (1066860.8 213505.9),W/B UNION TPKE@ LAKEVILLE RD (CITY LINE),LANGDALE ST,DEAD END,WB\
15968,Brooklyn,2013,9,27,3,45,1,22662,POINT (987205.6 187114.8),BOND ST,UNION ST,SACKETT ST,NB\
19692,Manhattan,2015,3,25,16,30,41,164893,POINT (989521.7292459208 222220.5145643618),WEST 70 STREET,Columbus Avenue,Broadway,EB\
12460,Queens,2009,11,12,5,30,17,58810,POINT (1041624.8 184763.5),ROCKAWAY BLVD SB APPROACH TO INWOOD STREET,145 ST,INWOOD ST,SB\
27060,Queens,2017,10,23,8,30,144,113004,POINT (1002247.9982921819 205803.54309897093),REVIEW AVENUE,Dead End,Dead end,NB\
7315,Queens,2010,5,14,9,0,340,142386,POINT (1022062.2 206791.5),E/B LIE MAIN RDY 2 LANE S SIDE@CITY LINE,JUNCTION BLVD,LIE EB EN JUNCTION BLVD,EB\
22786,Queens,2016,2,28,9,30,5,66068,POINT (1001350.9798569569 206933.57186466907),REVIEW AVENUE,35 Street,Greenpoint Avenue,SB\
25935,Brooklyn,2016,9,11,10,0,65,24184,POINT (987555.0055446133 190731.02790174968),SMITH STREET,Culver/ 6 Avenue Line,Culver/ 6 Avenue Line,NB\
21199,Queens,2015,11,14,0,15,11,49505,POINT (1018507.7990613923 196091.04387592923),73 PLACE,Dead End,Cooper Avenue,SB\
21639,Manhattan,2015,11,1,2,45,110,164455,POINT (988079.6267412968 208918.73959365935),EAST 23 STREET,Park Avenue South,Lexington Avenue,WB\
18483,Manhattan,2014,11,1,19,45,233,34392,POINT (988633.5026089647 221683.34689137383),AMSTERDAM AVENUE,West 66 Street,West 67 Street,NB\
28006,Manhattan,2018,5,24,0,0,28,165861,POINT (999355.3363786899 217361.32553894378),ROOSEVELT IS BRIDGE,Qn-ny Cnty Shoreline,Dead end,WB\
2591,Brooklyn,2011,3,21,12,0,79,105840,POINT (987222.6 184666.7),S/B 3RD AVE BRIDGE @ 6TH ST,6 ST,3 ST,SB\
2184,Queens,2009,9,1,11,15,90,49587,POINT (1019453.1 195268.6),E/B MYRTLE AVE @ 76 ST,75 ST,76 ST,EB\
28802,Manhattan,2019,2,15,9,15,7,38369,POINT (996009.0941820353 233968.58220308652),MORNINGSIDE DRIVE,West 120 Street,West 121 Street,SB\
8248,Manhattan,2012,6,22,16,0,157,38630,POINT (997177.1 234774.3),W 125 ST,MORNINGSIDE AV,ST NICHOLAS AV,WB\
20494,Queens,2015,6,8,18,15,90,58599,POINT (1049449.955157055 179776.1386872789),147 AVENUE,182 Street,183 Street,WB\
28842,Brooklyn,2018,11,19,15,45,233,41313,POINT (1007051.3916535834 162564.8217183426),AVENUE U,Pearson Street,East 57 Street,SB\
15833,Manhattan,2013,12,20,16,15,309,37085,POINT (990326 222874.3),COLUMBUS AV,W 73 ST,W 74 ST,SB\
21151,Manhattan,2016,1,17,19,45,279,159186,POINT (985459.8 203443.6),E HOUSTON ST,LAFAYETTE ST,CROSBY ST,EB\
2978,Queens,2010,1,11,22,15,38,76053,POINT (1014486.2 211242.2),E/B BROADWAY @ 75 ST,75 ST,74 ST,EB\
15800,Queens,2013,10,26,20,0,3,73575,POINT (1010657.6 200552.3),60 PL,60 AV,59 DR,SB\
19778,Brooklyn,2015,3,9,3,45,5,21521,POINT (990039.8686864459 177748.32912352376),19 STREET,10 Avenue,11 Avenue,EB\
26799,Queens,2017,6,1,19,45,551,64059,POINT (1059473.7342565234 181796.41435752026),SOUTH CONDUIT AVENUE,Hook Creek Boulevard,Dead end,EB\
27159,Brooklyn,2017,10,30,19,30,9,136824,POINT (992347.6241515758 166845.02721347744),OCEAN PARKWAY,Bay Parkway,Avenue J,SB\
19325,Bronx,2015,2,26,13,15,86,85998,POINT (1021700.4284642991 245865.8920576386),WHITE PLAINS ROAD,Amtrak-hellgate Line,East Tremont Avenue,SB\
27151,Queens,2017,10,29,14,45,23,117224,POINT (1042792.0044467608 213328.46375059357),47 AVENUE,193 Street,192 Street,WB\
28831,Bronx,2019,3,19,20,30,44,255697,POINT (1012019.2462686492 262538.5130028805),BROADWAY,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB\
11458,Brooklyn,2011,5,7,12,0,3,167267,POINT (1006098.6 177831.8),WILLMOHR ST APPROACH TO E 91ST ST,E 91 ST,LINDEN BLVD,NB\
25852,Queens,2017,5,24,3,45,16,68048,POINT (1008308.9765900206 210334.41365612388),ROOSEVELT AVENUE,51 Street,43 Avenue,EB\
15771,Bronx,2013,12,15,14,15,1,116588,POINT (1025475.3 257167.9),E GUN HILL RD,THROOP AV,PEARSALL AV,EB\
12211,Brooklyn,2010,10,6,9,45,309,25760,POINT (995267.5 153106.2),CONEY ISL AVE & AVE Z BET BELT PKWY OVERPASS& AVE Z,MANOR CT,AV Z,NB\
21164,Brooklyn,2015,11,15,6,45,22,50660,POINT (1020847.2679981386 184621.411253928),SUTTER AVENUE,Hemlock Street,Autumn Avenue,WB\
18156,Bronx,2014,9,9,7,0,82,158443,POINT (1005048.7108122304 238868.25122553876),GRAND CONCOURSE,Dead End,East 156 Street,NB\
24981,Brooklyn,2016,12,8,2,0,3,28055,POINT (993948.7494494865 170460.89971917018),ARGYLE ROAD,Foster Avenue,Newkirk Avenue,NB\
18075,Bronx,2014,11,19,18,15,92,119816,POINT (1015533.6935336287 244865.22835492183),SOUTHERN BOULEVARD,Crotona Park East,East 175 Street,SB\
14434,Manhattan,2013,5,13,20,30,276,37371,POINT (993449 220830.7),5 AV,TER DR/E 72 ST,E 73 ST,SB\
10275,Queens,2012,8,1,12,45,37,116770,POINT (1036730.5 202731.9),77 RD,PARSONS BLVD,153 ST,EB\
23544,Queens,2016,6,23,18,0,37,156561,POINT (1028034.9477660948 201903.46918295324),CONNECTOR,Queens Boulevard,Dead End,WB\
15973,Manhattan,2013,11,8,1,30,11,37314,POINT (992809.8 225504.7),CENTRAL PARK W,W 86 ST/86 ST TRANSVERSE,W 87 ST,SB\
26510,Brooklyn,2017,11,1,8,45,66,19244,POINT (988563.0143881007 159933.76872466243),KINGS HIGHWAY,West 12 Street,West 11 Street,EB\
8282,Manhattan,2012,6,18,22,0,13,159284,POINT (1001098.7 232441.9),PARK AV,E 124 ST,E 125 ST,NB\
26037,Queens,2017,5,15,23,0,12,67402,POINT (1002198.6891750956 214526.80530201437),38 AVENUE,Crescent Street,27 Street,EB\
11857,Brooklyn,2009,12,3,23,45,63,17346,POINT (979152.2 166818.3),FT HAMILTON PKWY APPROACH TO 78TH ST,78 ST/7 AV,77 ST,SB\
1303,Brooklyn,2011,11,1,13,0,72,19813,POINT (984225.7 159952.2),86 ST,19 AV,BAY 22 ST,EB\
26369,Manhattan,2017,7,12,18,30,168,164289,POINT (986322.9521963228 201845.94216075298),CHRYSTIE STREET,6 Avenue Line,6 Avenue Line,SB\
20968,Manhattan,2015,7,30,15,30,2,111161,POINT (990090.2051278333 218746.00483753113),C P 7 AVENUE APPROACH,63 Street Line,63 Street Line,SB\
29253,Bronx,2018,11,14,20,15,36,241573,POINT (1004110.0265653381 241203.99679248032),EAST 161 STREET,Macombs Dam Brdg Pedestrian Path,Dead end,EB\
28802,Manhattan,2018,11,3,5,15,12,70616,POINT (1000220.9803800508 240735.9381250453),ST NICHOLAS PLACE,Concourse Line,Concourse Line,SB\
28842,Brooklyn,2018,11,6,11,45,11,45161,POINT (1007827.7869612474 195289.63886263742),GREENE AVENUE,14 Street/canarsie Line,St Nicholas Avenue,NB\
7601,Bronx,2009,11,17,19,45,44,86820,POINT (1026376.2 246480.9),W/B E TERMONT AVE@BENSON ST/MAKLAY AVE,SILVER ST,BENSON ST,WB\
10473,Queens,2012,6,16,15,0,201,36981,POINT (999579.7 212815.2),QNSBO BR UP RY EXIT RP,21 ST/QNSBO BR UP RY APPR,22 ST/QNSBO BR UP RY APPR,EB\
11638,Bronx,2013,4,11,14,30,113,99719,POINT (1041283 251358.8),CITY ISLAND BR,CENSUS BOUNDARY,CITY ISLAND AV,WB\
26601,Staten Island,2017,9,9,7,0,49,107980,POINT (935760.4415638432 144325.4313105384),ARTHUR KILL ROAD,Dead End,Dead end,EB\
10342,Manhattan,2012,10,21,5,30,27,158838,POINT (995944.7 215526.2),QUEENSBORO BR,ED KOCH QUEENSBORO BRG,ED KOCH QUEENSBORO BRG,EB\
21144,Bronx,2015,9,16,22,30,465,154758,POINT (1019735.3795757008 250322.09715207384),BRONX RIVER PARKWAY,Dead End,Bronx River Pkwy Nb En Boston Rd,NB\
20968,Manhattan,2015,8,2,7,45,85,257463,POINT (991196.1504316772 218030.82355192408),CENTRAL PARK SOUTH,Astoria Line,63 Street Line,WB\
10495,Brooklyn,2012,9,18,13,0,200,151516,POINT (1004879.9 162507.1),FLATBUSH AV,AV S,E 51 ST,NB\
9805,Brooklyn,2011,3,18,18,30,193,65915,POINT (1000471.8 206357.5),GREENPOINT AVE BET KINGSLAND & REVIEW AVES,GREENPOINT AV BR/KINGSLAND AV/JJ BYRNE MEMORIAL B*,JJ BYRNE MEMORIAL BRG,EB\
30153,Queens,2019,5,3,9,45,516,65785,POINT (1060155.9156114275 190289.7494315567),CROSS ISLAND PKWY ET 25 A SB,Cross Island Parkway,Dead end,SB\
21166,Manhattan,2015,9,20,14,15,91,70957,POINT (1002000.4179431824 247659.39515084177),ST NICHOLAS AVENUE,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB\
26799,Queens,2017,5,28,0,0,89,157039,POINT (1065220.0928528765 204583.37743794767),JERICHO TURNPIKE,256 Street,257 Street,WB\
11863,Brooklyn,2010,6,29,21,0,22,161652,POINT (980596.4 173935.9),53RD ST APPROACHING 4TH AVE,5 AV,4 AV,WB\
22805,Queens,2016,4,6,3,30,8,156033,POINT (1048089.8210218311 198625.4053439327),JAMAICA AVENUE,189 Street,190 Street,EB\
25410,Brooklyn,2017,2,28,22,45,3,42613,POINT (1007846.5312599173 176318.5036558621),EAST 92 STREET,Avenue A,Avenue B,SB\
11323,Queens,2013,1,13,16,15,327,97794,POINT (1045761.2 215538.2),NORTHERN BLVD,205 ST,CLEARVIEW EXWY SR W,EB\
9637,Queens,2011,2,13,2,30,29,55013,POINT (1034272.2 185687.6),ROCKAWAY BVLD EB APPROACH TO LEFFERTS BLVD,118 ST,LEFFERTS BLVD,EB\
28809,Bronx,2019,1,4,17,45,102,70380,POINT (1008330.7679737661 237433.46431979118),BROOK AVENUE,East 153 Street,Bergen Avenue,SB\
19371,Bronx,2015,4,9,20,0,319,143253,POINT (1027895.4250173096 241122.92215990098),UNION PORT BRIDGE,Dead End,Bruckner Boulevard,WB\
21486,Manhattan,2015,9,2,11,0,6,70669,POINT (1000905.4955707021 242673.81424839242),WEST 158 STREET,8 Avenue Line,Edgecombe Avenue,EB\
27504,Queens,2018,2,6,14,0,50,76173,POINT (1014175.4340186922 219351.31755598437),DITMARS BOULEVARD,77 Street,78 Street,WB\
16736,Brooklyn,2014,5,2,10,15,24,48507,POINT (1010784 191425.8),DECATUR ST,KNICKERBOCKER AV,IRVING AV,NB\
12139,Brooklyn,2010,12,4,10,15,112,20217,POINT (987348.4 160324.4),BAY PKWY BET KINGS HWY & 77TH ST,KINGS HWY/78 ST,77 ST,NB\
9715,Queens,2011,3,4,22,30,8,56497,POINT (1035065.3 194820.3),89TH AVE BET VAN WYCK EXP SR W & 135TH ST,135 ST,VAN WYCK EXWY SR W,EB\
26512,Brooklyn,2017,9,28,5,30,33,128674,POINT (1011828.5542670323 170800.14280804864),REMSEN AVENUE,Alley,Avenue L,SB\
29416,Queens,2018,11,8,22,30,13,129731,POINT (1010094.6721886556 213803.1591533156),54 STREET,Alley,Northern Boulevard,NB\
18244,Manhattan,2014,10,11,0,30,386,165427,POINT (992443.046221016 211797.44005268763),1 AVENUE,East 40 Street,Dead end,NB\
